tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating
Religion,1350,Duke University,Emanuel,,Fiano,1958064,1,good,TEACHER,PROFESSOR,4.0
Fine Arts,1350,Duke University,Bill,,Fick,1078486,11,good,TEACHER,PROFESSOR,4.5
Economics,1350,Duke University,Stephen,,Finger,739557,0,zero,TEACHER,PROFESSOR,N/A
Physics,1350,Duke University,Gleb,,Finkelstein,454020,7,average,TEACHER,PROFESSOR,3.0
Languages,1350,Duke University,Valeria,,Finucci,1207427,5,average,TEACHER,PROFESSOR,3.4
Chemistry,1350,Duke University,Michael,,Fitzgerald,1079198,7,average,TEACHER,PROFESSOR,3.1
Psychology,1350,Duke University,David,,Fitzgerald,1249389,5,good,TEACHER,PROFESSOR,4.2
Languages,1350,Duke University,James,,Fitzpatrick,1068578,11,good,TEACHER,PROFESSOR,4.3
Mathematics,1350,Duke University,Brian,,Fitzpatrick,1631375,41,good,TEACHER,PROFESSOR,4.6
Psychology,1350,Duke University,Grainne,,Fitzsimons,1674042,1,good,TEACHER,PROFESSOR,5.0
Philosophy,1350,Duke University,Owen,,Flanagan,264422,24,good,TEACHER,PROFESSOR,3.8
Languages,1350,Duke University,Carol,,Flath,377519,14,good,TEACHER,PROFESSOR,4.4
Writing,1350,Duke University,Joseph,,Fletcher,1269545,4,good,TEACHER,PROFESSOR,5.0
Languages,1350,Duke University,Laura,,Florand,235195,28,good,TEACHER,PROFESSOR,4.3
Anthropology,1350,Duke University,Christine,,Folch,2131272,8,good,TEACHER,PROFESSOR,4.6
Writing,1350,Duke University,David,,Font,1845816,10,good,TEACHER,PROFESSOR,3.6
Computer Science,1350,Duke University,Jeffrey,,Forbes,896996,72,poor,TEACHER,PROFESSOR,2.2
Biology,1350,Duke University,Randall,,Ford,1152906,0,zero,TEACHER,PROFESSOR,N/A
Writing,1350,Duke University,Sachelle,,Ford,1965684,7,good,TEACHER,PROFESSOR,4.6
Economics,1350,Duke University,John,,Forlines,1955301,6,good,TEACHER,PROFESSOR,4.9
Art History,1350,Duke University,Maurizio,,Forte,2296763,3,good,TEACHER,PROFESSOR,3.7
Science,1350,Duke University,Richard,,Forward,1149243,0,zero,TEACHER,PROFESSOR,N/A
Theater,1350,Duke University,Daniel,,Foster,396515,9,good,TEACHER,PROFESSOR,3.6
Medicine,1350,Duke University,Vance,Garrison,Fowler,2300907,0,zero,TEACHER,PROFESSOR,N/A
Writing,1350,Duke University,Faulkner,,Fox,334234,4,good,TEACHER,PROFESSOR,4.6
Spanish,1350,Duke University,Rendon,,Foy,2304155,2,good,TEACHER,PROFESSOR,3.5
Accounting,1350,Duke University,Jennifer,,Francis,240580,4,good,TEACHER,PROFESSOR,4.2
Electrical Engineering,1350,Duke University,Aaron,,Franklin,2017621,6,good,TEACHER,PROFESSOR,5.0
Chemistry,1350,Duke University,Katherine,,Franz,1448184,3,good,TEACHER,PROFESSOR,4.2
Engineering,1350,Duke University,Linda,,Franzoni,1520888,5,poor,TEACHER,PROFESSOR,2.1
Art History,1350,Duke University,Laurel,,Fredrickson,1050263,2,poor,TEACHER,PROFESSOR,1.0
History,1350,Duke University,Jonathon,,Free,2279079,3,good,TEACHER,PROFESSOR,4.3
Mathematics,1350,Duke University,Daniel,,Freeman,2469893,0,zero,TEACHER,PROFESSOR,N/A
History,1350,Duke University,John (rich),,Freeman,1714150,4,average,TEACHER,PROFESSOR,2.9
International Studies,1350,Duke University,John,,French,596684,9,poor,TEACHER,PROFESSOR,2.4
English,1350,Duke University,Erica,,Fretwell,1367678,1,good,TEACHER,PROFESSOR,4.0
Public Policy,1350,Duke University,Kip,,Frey,2213969,1,good,TEACHER,PROFESSOR,4.0
Languages,1350,Duke University,Susanne,,Freytag,1664601,24,good,TEACHER,PROFESSOR,5.0
Mathematics,1350,Duke University,Mihaela,,Froehlich,1185173,3,good,TEACHER,PROFESSOR,3.8
English,1350,Duke University,Chandler,,Fry,2524393,0,zero,TEACHER,PROFESSOR,N/A
Chinese,1350,Duke University,Wenwen,,Fu,2140747,1,good,TEACHER,PROFESSOR,3.5
Economics,1350,Duke University,Connel,,Fullenkamp,642928,134,good,TEACHER,PROFESSOR,3.7
Latin American Studies,1350,Duke University,Gustavo,,Furtado,2081655,9,good,TEACHER,PROFESSOR,4.8
Languages,1350,Duke University,Esther,,Gabara,933503,2,poor,TEACHER,PROFESSOR,1.0
English,1350,Duke University,Michael,,Gaffney,2314215,1,average,TEACHER,PROFESSOR,3.0
Economics,1350,Duke University,Paul,,Gaggl,2274859,1,poor,TEACHER,PROFESSOR,1.0
Mathematics,1350,Duke University,Benjamin,,Gaines,1960015,1,average,TEACHER,PROFESSOR,3.0
Psychology,1350,Duke University,Sarah,,Gaither,2191609,8,good,TEACHER,PROFESSOR,4.8
Art History,1350,Duke University,Sara,,Galletti,1514303,7,good,TEACHER,PROFESSOR,4.0
Physics,1350,Duke University,Haiyan,,Gao,862483,4,good,TEACHER,PROFESSOR,4.1
Mathematics,1350,Duke University,Tingran,,Gao,2098355,2,average,TEACHER,PROFESSOR,2.5
Sociology,1350,Duke University,Bai,,Gao,85856,14,average,TEACHER,PROFESSOR,3.0
Spanish,1350,Duke University,Alejandro,,Garcia-Reidy,1514236,0,zero,TEACHER,PROFESSOR,N/A
Theater,1350,Duke University,David,,Garfinkle,2306964,0,zero,TEACHER,PROFESSOR,N/A
Engineering,1350,Duke University,Devandra,,Garg,1126656,2,good,TEACHER,PROFESSOR,4.2
History,1350,Duke University,Barry,,Gaspar,271746,19,good,TEACHER,PROFESSOR,3.5
Mathematics,1350,Duke University,Ellen,,Gasparovic,1898799,8,good,TEACHER,PROFESSOR,4.9
Psychology,1350,Duke University,Anna,,Gassman-Pines,1815273,3,good,TEACHER,PROFESSOR,5.0
Writing,1350,Duke University,Benjamin,,Gatling,1952611,3,good,TEACHER,PROFESSOR,4.0
Film,1350,Duke University,David,,Gatten,1489782,6,good,TEACHER,PROFESSOR,4.2
Philosophy,1350,Duke University,Alessandro,,Gatti,2072745,2,good,TEACHER,PROFESSOR,4.2
Nursing,1350,Duke University,Sarah,,Gauger,1912531,1,poor,TEACHER,PROFESSOR,1.5
Physics,1350,Duke University,Daniel,,Gauthier,1897692,3,poor,TEACHER,PROFESSOR,1.8
Civil Engineering,1350,Duke University,Henri,,Gavin,1190455,5,good,TEACHER,PROFESSOR,4.0
Computer Science,1350,Duke University,Rong,,Ge,2474436,9,good,TEACHER,PROFESSOR,4.9
Mathematics,1350,Duke University,Alan,,Gelfand,843237,3,good,TEACHER,PROFESSOR,3.7
Languages,1350,Duke University,Kata,,Gellen,2056936,7,good,TEACHER,PROFESSOR,4.1
Political Science,1350,Duke University,Christopher,,Gelpi,543457,11,good,TEACHER,PROFESSOR,3.5
English,1350,Duke University,Erin,,Gentry,1072330,0,zero,TEACHER,PROFESSOR,N/A
Sociology,1350,Duke University,Linda,,George,129985,26,good,TEACHER,PROFESSOR,4.3
Sociology,1350,Duke University,Gary,,Gereffi,289580,10,good,TEACHER,PROFESSOR,4.3
Public Policy,1350,Duke University,Christopher,,Gergen,1277067,7,average,TEACHER,PROFESSOR,2.7
Neuroscience,1350,Duke University,Cassandra,,Germain,1977720,3,average,TEACHER,PROFESSOR,3.0
Biology,1350,Duke University,Valerie,,Gerriets,1916535,0,zero,TEACHER,PROFESSOR,N/A
Engineering,1350,Duke University,Charles,,Gersbach,1592674,3,average,TEACHER,PROFESSOR,2.7
Computer Science,1350,Duke University,Nicholas,,Gessler,1513742,5,good,TEACHER,PROFESSOR,3.7
Mathematics,1350,Duke University,Jayce,Robert,Getz,2074195,10,average,TEACHER,PROFESSOR,2.7
English,1350,Duke University,Rachel,,Gevlin,2442998,1,good,TEACHER,PROFESSOR,4.0
Mathematics,1350,Duke University,Hamza,,Ghadyali,1955368,2,poor,TEACHER,PROFESSOR,1.0
Languages,1350,Duke University,Jehanne,,Gheith,94097,18,good,TEACHER,PROFESSOR,4.7
English,1350,Duke University,Anna,,Gibson,1485991,1,good,TEACHER,PROFESSOR,4.5
Film,1350,Duke University,Josh,,Gibson,1491820,2,good,TEACHER,PROFESSOR,5.0
Public Policy,1350,Duke University,Christina,,Gibson-Davis,2440833,1,good,TEACHER,PROFESSOR,5.0
Public Policy,1350,Duke University,Elizabeth,,Gifford,2137683,1,average,TEACHER,PROFESSOR,2.5
Languages,1350,Duke University,Matteo,,Gilebbi,1557260,10,good,TEACHER,PROFESSOR,4.8
Music,1350,Duke University,Roseen,,Giles,2547504,3,good,TEACHER,PROFESSOR,4.0
Political Science,1350,Duke University,Michael,,Gillespie,741741,23,good,TEACHER,PROFESSOR,3.9
Biology,1350,Duke University,Devyn,,Gillette,2215357,1,good,TEACHER,PROFESSOR,5.0
Music,1350,Duke University,Bryan,,Gilliam,787456,13,good,TEACHER,PROFESSOR,4.7
Philosophy,1350,Duke University,Nathaniel,,Gindele,1874757,1,good,TEACHER,PROFESSOR,4.5
Jewish Studies,1350,Duke University,Shai,,Ginsburg,948596,3,good,TEACHER,PROFESSOR,5.0
Economics,1350,Duke University,Eugenio,,Giolito,1432115,4,poor,TEACHER,PROFESSOR,2.1
English,1350,Duke University,Astrid,,Giugni,2116475,6,good,TEACHER,PROFESSOR,4.5
Mathematics,1350,Duke University,Oliver,,Gjoneski,989845,4,average,TEACHER,PROFESSOR,3.4
Anthropology,1350,Duke University,Kenneth,,Glander,264811,45,average,TEACHER,PROFESSOR,3.2
Geology,1350,Duke University,Alex,,Glass,1060211,130,good,TEACHER,PROFESSOR,4.3
Languages,1350,Duke University,Nichole,,Gleisner,1115304,2,good,TEACHER,PROFESSOR,3.8
Languages,1350,Duke University,Olivier,,Gloag,1670205,1,good,TEACHER,PROFESSOR,4.5
Theater,1350,Duke University,Avery,,Glymph,2490326,0,zero,TEACHER,PROFESSOR,N/A
History,1350,Duke University,Thavolia,,Glymph,369991,7,average,TEACHER,PROFESSOR,3.3
Religion,1350,Duke University,David,,Goatley,2563197,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1350,Duke University,Andrew,,Goetz,1670212,5,average,TEACHER,PROFESSOR,3.4
Psychology,1350,Duke University,Dina,,Gohar,2006690,3,good,TEACHER,PROFESSOR,4.2
Middle Eastern Studies,1350,Duke University,Erdag,,Goknar,433238,18,good,TEACHER,PROFESSOR,4.4
Psychology,1350,Duke University,Deborah,,Gold,211658,38,good,TEACHER,PROFESSOR,3.8
Engineering,1350,Duke University,Jay,,Golden,2023837,38,good,TEACHER,PROFESSOR,4.0
Chemistry,1350,Duke University,David,,Golden,2162976,0,zero,TEACHER,PROFESSOR,N/A
English,1350,Duke University,Jason,,Goldfarb,2568295,1,poor,TEACHER,PROFESSOR,1.0
Education,1350,Duke University,Amy,,Goldhagen,2364729,0,zero,TEACHER,PROFESSOR,N/A
Philosophy,1350,Duke University,Martin,,Golding,54370,12,good,TEACHER,PROFESSOR,3.8
Religion,1350,Duke University,Shalom,,Goldman,1891851,3,good,TEACHER,PROFESSOR,4.2
History,1350,Duke University,William,D,Goldsmith,2140724,5,good,TEACHER,PROFESSOR,4.3
Biology,1350,Duke University,David,,Goldstein,635935,4,good,TEACHER,PROFESSOR,4.9
Education,1350,Duke University,Molly,,Goldwasser,2454526,2,average,TEACHER,PROFESSOR,3.0
Women's Studies,1350,Duke University,Ram,,Gollapudi,2361618,0,zero,TEACHER,PROFESSOR,N/A
Public Policy,1350,Duke University,Megan,,Golonka,1839107,7,good,TEACHER,PROFESSOR,4.9
Mathematics,1350,Duke University,Oliveira,,Gonçalo,2009225,6,poor,TEACHER,PROFESSOR,2.0
Religion,1350,Duke University,Yidong,,Gong,2421547,0,zero,TEACHER,PROFESSOR,N/A
Engineering,1350,Duke University,Yiyang,,Gong,2458908,3,average,TEACHER,PROFESSOR,2.7
Languages,1350,Duke University,Christelle,,Gonthier,931393,36,good,TEACHER,PROFESSOR,4.9
Anthropology,1350,Duke University,Daniel,,Gonzalez,1276972,0,zero,TEACHER,PROFESSOR,N/A
Spanish,1350,Duke University,Silvia,,Gonzalez,1549352,10,poor,TEACHER,PROFESSOR,1.5
Classics,1350,Duke University,Jose,,Gonzalez,1054341,8,good,TEACHER,PROFESSOR,3.7
Religion,1350,Duke University,Mark,,Goodacre,837730,33,good,TEACHER,PROFESSOR,4.8
Chemistry,1350,Duke University,David,,Gooden,2162977,13,good,TEACHER,PROFESSOR,4.7
Education,1350,Duke University,Shane,,Goodridge,1783333,9,good,TEACHER,PROFESSOR,5.0
Health Science,1350,Duke University,Linda,,Goodwin,130002,4,good,TEACHER,PROFESSOR,4.6
Economics,1350,Duke University,Craufurd,,Goodwin,975034,10,good,TEACHER,PROFESSOR,4.8
History,1350,Duke University,Lawrence,,Goodwyn,521967,8,average,TEACHER,PROFESSOR,3.4
English,1350,Duke University,George,,Gopen,531644,11,good,TEACHER,PROFESSOR,3.9
Computer Science,1350,Duke University,Raluca,,Gordân,2152991,1,good,TEACHER,PROFESSOR,4.0
Spanish,1350,Duke University,Matthew,Whitehouse,Gordillo,2489011,1,good,TEACHER,PROFESSOR,4.0
Nursing,1350,Duke University,Helen,,Gordon,827217,8,good,TEACHER,PROFESSOR,3.9
Computer Science,1350,Duke University,Maria,,Gorlatova,2475273,2,good,TEACHER,PROFESSOR,3.5
Physics,1350,Duke University,Alfred,,Goshaw,586414,13,good,TEACHER,PROFESSOR,3.9
Not Specified,1350,Duke University,Monika,,Gosin,1649708,2,poor,TEACHER,PROFESSOR,1.5
Public Policy,1350,Duke University,Kristin,,Goss,987250,6,good,TEACHER,PROFESSOR,4.3
Anthropology,1350,Duke University,Ashley,,Gosselin-Ildari,1897614,8,average,TEACHER,PROFESSOR,3.2
Economics,1350,Duke University,Henry,,Grabowski,1304270,1,good,TEACHER,PROFESSOR,4.0
Classics,1350,Duke University,Theodore,,Graham,2024354,0,zero,TEACHER,PROFESSOR,N/A
Political Science,1350,Duke University,Ruth,,Grant,291232,9,good,TEACHER,PROFESSOR,4.6
Health Science,1350,Duke University,Eric,,Green,1775779,8,good,TEACHER,PROFESSOR,3.8
Music,1350,Duke University,Susan,,Greenberg,1513770,2,good,TEACHER,PROFESSOR,4.5
Chemistry,1350,Duke University,Arno,,Greenleaf,640221,5,good,TEACHER,PROFESSOR,4.0
Physics,1350,Duke University,Henry,,Greenside,585583,20,good,TEACHER,PROFESSOR,4.7
Writing,1350,Duke University,Rachel,,Greenspan,1882595,2,good,TEACHER,PROFESSOR,4.0
Mathematics,1350,Duke University,Torin,,Greenwood,1620270,3,good,TEACHER,PROFESSOR,5.0
Political Science,1350,Duke University,Joe,,Grieco,56982,15,good,TEACHER,PROFESSOR,3.6
Languages,1350,Duke University,Daniel,,Griffin,1488840,1,average,TEACHER,PROFESSOR,2.5
Engineering,1350,Duke University,Warren,,Grill,629809,18,good,TEACHER,PROFESSOR,3.8
Psychology,1350,Duke University,Christina,,Grimes,266353,50,good,TEACHER,PROFESSOR,3.5
Marketing,1350,Duke University,George,,Grody,1091256,36,good,TEACHER,PROFESSOR,4.8
Economics,1350,Duke University,John,,Gross,1054017,36,average,TEACHER,PROFESSOR,3.4
Women's Studies,1350,Duke University,Elizabeth,,Grosz,2316722,0,zero,TEACHER,PROFESSOR,N/A
Science,1350,Duke University,Ron,,Grunwald,87197,58,average,TEACHER,PROFESSOR,3.3
Mathematics,1350,Duke University,Stefano,,Guerra,1044173,14,average,TEACHER,PROFESSOR,2.6
Engineering,1350,Duke University,Johann,,Guilleminot,2452258,1,average,TEACHER,PROFESSOR,3.0
Business,1350,Duke University,Bertrand,,Guillotin,1719832,7,average,TEACHER,PROFESSOR,3.1
Chinese,1350,Duke University,Ting,,Guo,1969834,1,good,TEACHER,PROFESSOR,4.0
Psychology,1350,Duke University,Kathryn,,Gustafson,743250,0,zero,TEACHER,PROFESSOR,N/A
Engineering,1350,Duke University,Michael,,Gustafson,132982,165,good,TEACHER,PROFESSOR,4.5
Spanish,1350,Duke University,Mar,,Gutierrez,2487958,2,poor,TEACHER,PROFESSOR,1.5
Philosophy,1350,Duke University,Guven,,Guzeldere,329666,8,good,TEACHER,PROFESSOR,4.4
Biology,1350,Duke University,Steven,,Haase,610734,32,good,TEACHER,PROFESSOR,3.5
Languages,1350,Duke University,Muhammad,,Habib,1416324,5,good,TEACHER,PROFESSOR,4.3
History,1350,Duke University,Malachi,,Hacohen,791707,6,good,TEACHER,PROFESSOR,4.9
Literature,1350,Duke University,Markos,,Hadjioannou,1718992,6,good,TEACHER,PROFESSOR,3.9
Genetics,1350,Duke University,Susanne,,Haga,2323521,3,average,TEACHER,PROFESSOR,3.3
Writing,1350,Duke University,Anderson,,Hagler,2402808,3,good,TEACHER,PROFESSOR,4.7
Mathematics,1350,Duke University,Heekyoung,,Hahn,1827500,18,average,TEACHER,PROFESSOR,2.8
Mathematics,1350,Duke University,Richard,,Hain,585581,13,average,TEACHER,PROFESSOR,3.4
Languages,1350,Duke University,Sylvia,,Hakopian,2325125,1,good,TEACHER,PROFESSOR,5.0
Languages,1350,Duke University,Shannon,,Halicki,1243048,4,good,TEACHER,PROFESSOR,4.0
Nursing,1350,Duke University,Mary,,Hall,466223,0,zero,TEACHER,PROFESSOR,N/A
Biology,1350,Duke University,Bill,,Hall,556150,13,good,TEACHER,PROFESSOR,3.7
History,1350,Duke University,Bruce,,Hall,1265423,6,average,TEACHER,PROFESSOR,3.3
Engineering,1350,Duke University,Kenneth,,Hall,1292406,4,average,TEACHER,PROFESSOR,3.2
Religion,1350,Duke University,Amy Laura,,Hall,937946,9,good,TEACHER,PROFESSOR,5.0
Writing,1350,Duke University,Sarah,,Hallenbeck,1589520,2,good,TEACHER,PROFESSOR,4.8
Finance,1350,Duke University,Rob,,Hallford,2006914,0,zero,TEACHER,PROFESSOR,N/A
Computer Engineering,1350,Duke University,Tae Jun,,Ham,1508025,1,good,TEACHER,PROFESSOR,5.0
Languages,1350,Duke University,Matthew,,Hambro,1864997,4,good,TEACHER,PROFESSOR,4.9
Sociology,1350,Duke University,Jenifer,,Hamil-Luker,2020085,17,good,TEACHER,PROFESSOR,4.6
Public Policy,1350,Duke University,James,,Hamilton,559107,6,good,TEACHER,PROFESSOR,4.4
Public Policy,1350,Duke University,Amar,,Hamoudi,1423680,9,good,TEACHER,PROFESSOR,3.7
Physical Education,1350,Duke University,Janis,,Hampton,2004930,2,good,TEACHER,PROFESSOR,4.0
Mathematics,1350,Duke University,Boumediene,,Hamzi,1365277,5,average,TEACHER,PROFESSOR,2.8
Physics,1350,Duke University,Moo Young,,Han,244737,24,good,TEACHER,PROFESSOR,4.3
Political Science,1350,Duke University,Nora,,Hanagan,1898624,9,good,TEACHER,PROFESSOR,4.2
Mathematics,1350,Duke University,Shalla,,Hanson,2351848,1,poor,TEACHER,PROFESSOR,1.0
Physics,1350,Duke University,Sara,,Haravifard,2579577,1,poor,TEACHER,PROFESSOR,1.0
Psychology,1350,Duke University,Bridgette,,Hard,2328399,30,good,TEACHER,PROFESSOR,4.8
Literature,1350,Duke University,Michael,,Hardt,368276,15,good,TEACHER,PROFESSOR,4.0
Psychology,1350,Duke University,Kristina,,Hardy,945982,3,good,TEACHER,PROFESSOR,4.8
Anthropology,1350,Duke University,Brian,,Hare,1721489,10,good,TEACHER,PROFESSOR,4.4
Chemistry,1350,Duke University,Amanda,,Hargrove,1998794,10,average,TEACHER,PROFESSOR,3.0
Psychology,1350,Duke University,Ahmad,,Hariri,1560283,17,good,TEACHER,PROFESSOR,4.9
English,1350,Duke University,Caoimhe,A.,Harlock,2446654,1,good,TEACHER,PROFESSOR,5.0
Philosophy,1350,Duke University,Geoffrey,,Harpham,2321911,4,good,TEACHER,PROFESSOR,3.5
Computer Science,1350,Duke University,Michael,,Harris,306275,0,zero,TEACHER,PROFESSOR,N/A
English,1350,Duke University,Joseph,,Harris,321038,17,good,TEACHER,PROFESSOR,4.4
Documentary Studies,1350,Duke University,Alex,,Harris,1363946,5,good,TEACHER,PROFESSOR,3.7
Psychology,1350,Duke University,Lasana,,Harris,1795237,4,poor,TEACHER,PROFESSOR,1.9
Sociology,1350,Duke University,Angel,,Harris,2152729,0,zero,TEACHER,PROFESSOR,N/A
Religion,1350,Duke University,William,,Hart,471976,0,zero,TEACHER,PROFESSOR,N/A
History,1350,Duke University,John,,Hart,832025,13,average,TEACHER,PROFESSOR,2.7
Computer Science,1350,Duke University,Alexander,,Hartemink,323889,21,good,TEACHER,PROFESSOR,4.5
Business,1350,Duke University,Cam,R,Harvey,1975616,0,zero,TEACHER,PROFESSOR,N/A
Religion,1350,Duke University,Mona,,Hassan,2354726,2,good,TEACHER,PROFESSOR,4.0
International Studies,1350,Duke University,Frances,,Hasso,1512292,13,poor,TEACHER,PROFESSOR,2.4
Theology,1350,Duke University,Stanley,,Hauerwas,304152,7,good,TEACHER,PROFESSOR,4.4
Computer Science,1350,Duke University,Kris,,Hauser,2242797,4,average,TEACHER,PROFESSOR,2.5
Film,1350,Duke University,Jim,,Haverkamp,1572259,5,good,TEACHER,PROFESSOR,4.9
Documentary Studies,1350,Duke University,Gary,,Hawkins,1273955,9,good,TEACHER,PROFESSOR,3.5
Philosophy,1350,Duke University,Jennifer,,Hawkins,1679476,6,good,TEACHER,PROFESSOR,3.6
Nursing,1350,Duke University,Sharon,,Hawks,978191,0,zero,TEACHER,PROFESSOR,N/A
Writing,1350,Duke University,Shannan,Lee,Hayes,2372786,2,good,TEACHER,PROFESSOR,4.5
Fine Arts,1350,Duke University,Stephen,,Hayes,2445939,1,good,TEACHER,PROFESSOR,5.0
Literature,1350,Duke University,Katherine,,Hayles,1356992,1,good,TEACHER,PROFESSOR,4.0
Political Science,1350,Duke University,Kerry,,Haynie,243601,18,average,TEACHER,PROFESSOR,3.5
Nursing,1350,Duke University,Judith,,Hays,466238,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1350,Duke University,Aubrey,,HB,904403,18,poor,TEACHER,PROFESSOR,1.4
Mathematics,1350,Duke University,Siming,,He,2442669,4,average,TEACHER,PROFESSOR,2.8
Chinese,1350,Duke University,Tianshu,,He,906426,26,good,TEACHER,PROFESSOR,4.5
Sociology,1350,Duke University,Kieran,,Healy,1711120,11,poor,TEACHER,PROFESSOR,2.0
Music,1350,Duke University,David,,Heid,1045268,5,good,TEACHER,PROFESSOR,4.1
Religion,1350,Duke University,Richard,,Heitzenrater,1602503,1,average,TEACHER,PROFESSOR,2.5
Languages,1350,Duke University,Brenna Kristen,,Heitzman,1129880,2,good,TEACHER,PROFESSOR,5.0
Statistics,1350,Duke University,Katherine,,Heller,2087451,4,poor,TEACHER,PROFESSOR,2.2
Biochemistry,1350,Duke University,Homme,,Hellinga,1183110,3,poor,TEACHER,PROFESSOR,1.2
Theater,1350,Duke University,Ellen,,Hemphill,1041766,3,average,TEACHER,PROFESSOR,3.1
Philosophy,1350,Duke University,Paul,,Henne,1967995,6,good,TEACHER,PROFESSOR,3.7
Engineering,1350,Duke University,Craig,,Henriquez,635934,9,good,TEACHER,PROFESSOR,4.2
Languages,1350,Duke University,April,,Henry,2052588,13,good,TEACHER,PROFESSOR,4.9
English,1350,Duke University,Nathan,,Hensley,1366105,0,zero,TEACHER,PROFESSOR,N/A
Languages,1350,Duke University,Juan,,Herrero,369731,0,zero,TEACHER,PROFESSOR,N/A
Statistics,1350,Duke University,Amy,,Herring,2520727,1,good,TEACHER,PROFESSOR,4.0
Information Science,1350,Duke University,Patrick,,Herron,2246665,8,good,TEACHER,PROFESSOR,3.6
Mathematics,1350,Duke University,Greg,,Herschlag,1859604,11,average,TEACHER,PROFESSOR,3.2
Computer Science,1350,Duke University,Mike,,Hewner,1735464,2,good,TEACHER,PROFESSOR,4.2
Mathematics,1350,Duke University,Matthias,,Heymann,549134,13,good,TEACHER,PROFESSOR,4.2
Management,1350,Duke University,Steve,,Hicks,2548633,1,good,TEACHER,PROFESSOR,4.0
Spanish,1350,Duke University,Jesús,,Hidalgo,1826928,2,good,TEACHER,PROFESSOR,5.0
English,1350,Duke University,Lori,,Hijuelos,1934071,1,good,TEACHER,PROFESSOR,5.0
Biology,1350,Duke University,Alison,,Hill,363268,37,average,TEACHER,PROFESSOR,3.5
Medicine,1350,Duke University,Laura,,Hill Miller,2527818,6,good,TEACHER,PROFESSOR,5.0
Religion,1350,Duke University,Hans,,Hillerbrand,401656,11,good,TEACHER,PROFESSOR,3.5
Political Science,1350,Duke University,D Sunshine,,Hillygus,2005021,2,good,TEACHER,PROFESSOR,5.0
Computer Science,1350,Duke University,Drew,,Hilton,1674324,8,good,TEACHER,PROFESSOR,4.3
Statistics,1350,Duke University,Curry,,Hilton,2378212,18,good,TEACHER,PROFESSOR,4.4
Energy Systems,1350,Duke University,David,E,Hinton,2568144,1,good,TEACHER,PROFESSOR,5.0
Mathematics,1350,Duke University,Sven,,Hirsch,2564505,0,zero,TEACHER,PROFESSOR,N/A
Anthropology,1350,Duke University,Engseng,,Ho,1681373,4,good,TEACHER,PROFESSOR,4.0
Languages,1350,Duke University,Ashley,,Hobson,2324237,0,zero,TEACHER,PROFESSOR,N/A
Spanish,1350,Duke University,Ashley,,Hobson,2325132,3,good,TEACHER,PROFESSOR,5.0
Mathematics,1350,Duke University,Margaret,,Hodel,85857,37,good,TEACHER,PROFESSOR,4.8
Mathematics,1350,Duke University,Richard,,Hodel,295862,18,good,TEACHER,PROFESSOR,4.8
Statistics,1350,Duke University,Peter,David,Hoff,2543820,0,zero,TEACHER,PROFESSOR,N/A
Engineering,1350,Duke University,Brent,,Hoffman,2073440,2,good,TEACHER,PROFESSOR,4.8
German,1350,Duke University,Lukas,,Hoffman,2316225,3,good,TEACHER,PROFESSOR,5.0
Documentary Studies,1350,Duke University,Wesley,,Hogan,2384484,1,poor,TEACHER,PROFESSOR,1.0
Theater,1350,Duke University,Gregory,,Hohn,1632001,1,good,TEACHER,PROFESSOR,5.0
History,1350,Duke University,IB,,Holley,1001024,2,good,TEACHER,PROFESSOR,4.5
Public Policy,1350,Duke University,Adam,,Hollowell,1436030,49,good,TEACHER,PROFESSOR,4.8
Not Specified,1350,Duke University,Beth,,Holmgren,1004769,11,good,TEACHER,PROFESSOR,4.9
Writing,1350,Duke University,Benjamin,,Holtzman,2365142,0,zero,TEACHER,PROFESSOR,N/A
Literature,1350,Duke University,Guo-Juin,,Hong,844515,12,good,TEACHER,PROFESSOR,4.6
Chemistry,1350,Duke University,Jiyong,,Hong,886657,51,good,TEACHER,PROFESSOR,4.4
Economics,1350,Duke University,Kevin,,Hoover,1230627,7,poor,TEACHER,PROFESSOR,1.6
Business,1350,Duke University,Greg,,Hopper,2232658,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1350,Duke University,Eric,,Hopper,2328277,3,good,TEACHER,PROFESSOR,5.0
Law,1350,Duke University,Don,,Hornstein,2306969,0,zero,TEACHER,PROFESSOR,N/A
Economics,1350,Duke University,Joseph,,Hotz,1251995,9,poor,TEACHER,PROFESSOR,1.6
Engineering,1350,Duke University,Nico,,Hotz,2414510,3,good,TEACHER,PROFESSOR,5.0
Psychology,1350,Duke University,Leah,,Houde,2483802,1,good,TEACHER,PROFESSOR,4.0
Political Science,1350,Duke University,Jerry,,Hough,522702,15,average,TEACHER,PROFESSOR,2.8
Languages,1350,Duke University,Maha,,Houssami,1716680,4,good,TEACHER,PROFESSOR,4.2
Sociology,1350,Duke University,Mary,,Hovsepian,984289,15,average,TEACHER,PROFESSOR,2.6
Religion,1350,Duke University,Christopher,,Howell,2497797,1,good,TEACHER,PROFESSOR,5.0
Psychology,1350,Duke University,Rick,,Hoyle,1188658,1,average,TEACHER,PROFESSOR,2.5
Languages,1350,Duke University,Chi-Ju,,Hsieh,882826,22,good,TEACHER,PROFESSOR,3.5
